0.010000 0.065788
0.020000 0.123326
0.030000 0.173573
0.040000 0.217906
0.050000 0.257128
0.060000 0.291849
0.070000 0.322267
0.080000 0.349576
0.090000 0.374081
0.100000 0.395387
0.110000 0.414379
0.120000 0.431339
0.130000 0.446409
0.140000 0.459620
0.150000 0.471409
0.160000 0.481556
0.170000 0.490466
0.180000 0.498396
0.190000 0.505192
0.200000 0.510759
0.210000 0.515611
0.220000 0.519486
0.230000 0.522349
0.240000 0.524986
0.250000 0.526584
0.260000 0.527173
0.270000 0.528044
0.280000 0.528018
0.290000 0.527109
0.300000 0.526260
0.310000 0.524867
0.320000 0.522803
0.330000 0.520414
0.340000 0.517812
0.350000 0.514894
0.360000 0.511274
0.370000 0.507912
0.380000 0.503432
0.390000 0.499734
0.400000 0.495419
0.410000 0.490319
0.420000 0.485724
0.430000 0.480249
0.440000 0.474762
0.450000 0.469174
0.460000 0.463137
0.470000 0.457362
0.480000 0.451343
0.490000 0.444722
0.500000 0.437896
0.510000 0.431453
0.520000 0.424552
0.530000 0.417821
0.540000 0.410670
0.550000 0.403588
0.560000 0.396028
0.570000 0.388650
0.580000 0.381236
0.590000 0.373546
0.600000 0.365923
0.610000 0.357924
0.620000 0.349732
0.630000 0.341859
0.640000 0.333980
0.650000 0.325266
0.660000 0.317047
0.670000 0.308581
0.680000 0.300291
0.690000 0.291788
0.700000 0.282984
0.710000 0.274191
0.720000 0.265642
0.730000 0.256507
0.740000 0.247899
0.750000 0.238771
0.760000 0.229810
0.770000 0.220884
0.780000 0.211827
0.790000 0.202541
0.800000 0.193306
0.810000 0.184011
0.820000 0.174804
0.830000 0.165336
0.840000 0.155812
0.850000 0.146401
0.860000 0.137052
0.870000 0.127416
0.880000 0.117813
0.890000 0.108260
0.900000 0.098454
0.910000 0.088906
0.920000 0.079049
0.930000 0.069339
0.940000 0.059517
0.950000 0.049712
0.960000 0.039808
0.970000 0.029909
0.980000 0.019957
0.990000 0.009986
