0.010000 0.019637
0.020000 0.038481
0.030000 0.056553
0.040000 0.073886
0.050000 0.090353
0.060000 0.106073
0.070000 0.121104
0.080000 0.135351
0.090000 0.148877
0.100000 0.161569
0.110000 0.173731
0.120000 0.185122
0.130000 0.195980
0.140000 0.205927
0.150000 0.215528
0.160000 0.224418
0.170000 0.232687
0.180000 0.240357
0.190000 0.247550
0.200000 0.254080
0.210000 0.260238
0.220000 0.265799
0.230000 0.271234
0.240000 0.276024
0.250000 0.280218
0.260000 0.284257
0.270000 0.287756
0.280000 0.290889
0.290000 0.293522
0.300000 0.296180
0.310000 0.298344
0.320000 0.300298
0.330000 0.301766
0.340000 0.302947
0.350000 0.303956
0.360000 0.304517
0.370000 0.305182
0.380000 0.305330
0.390000 0.305520
0.400000 0.305169
0.410000 0.304836
0.420000 0.304038
0.430000 0.303217
0.440000 0.302081
0.450000 0.300874
0.460000 0.299407
0.470000 0.297698
0.480000 0.296032
0.490000 0.294039
0.500000 0.292006
0.510000 0.289657
0.520000 0.287259
0.530000 0.284587
0.540000 0.281911
0.550000 0.278951
0.560000 0.275677
0.570000 0.272689
0.580000 0.269296
0.590000 0.265883
0.600000 0.262227
0.610000 0.258708
0.620000 0.254622
0.630000 0.250654
0.640000 0.246527
0.650000 0.241988
0.660000 0.237749
0.670000 0.233116
0.680000 0.228584
0.690000 0.223822
0.700000 0.218781
0.710000 0.213611
0.720000 0.208512
0.730000 0.203072
0.740000 0.197642
0.750000 0.192022
0.760000 0.186327
0.770000 0.180480
0.780000 0.174530
0.790000 0.168260
0.800000 0.161991
0.810000 0.155551
0.820000 0.149064
0.830000 0.142242
0.840000 0.135229
0.850000 0.128137
0.860000 0.120902
0.870000 0.113488
0.880000 0.105919
0.890000 0.098173
0.900000 0.090187
0.910000 0.082033
0.920000 0.073683
0.930000 0.065197
0.940000 0.056449
0.950000 0.047573
0.960000 0.038428
0.970000 0.029132
0.980000 0.019620
0.990000 0.009913
