0.010000 0.065196
0.020000 0.118427
0.030000 0.158727
0.040000 0.188183
0.050000 0.210442
0.060000 0.227567
0.070000 0.241064
0.080000 0.252546
0.090000 0.262360
0.100000 0.270203
0.110000 0.277180
0.120000 0.283182
0.130000 0.288401
0.140000 0.292770
0.150000 0.296772
0.160000 0.300273
0.170000 0.302814
0.180000 0.305173
0.190000 0.306859
0.200000 0.308290
0.210000 0.309350
0.220000 0.309903
0.230000 0.310206
0.240000 0.310107
0.250000 0.309320
0.260000 0.308800
0.270000 0.307524
0.280000 0.306319
0.290000 0.304614
0.300000 0.302413
0.310000 0.300167
0.320000 0.297478
0.330000 0.294367
0.340000 0.291284
0.350000 0.287518
0.360000 0.283740
0.370000 0.279549
0.380000 0.275272
0.390000 0.270482
0.400000 0.265907
0.410000 0.260691
0.420000 0.254940
0.430000 0.249303
0.440000 0.243466
0.450000 0.237013
0.460000 0.230649
0.470000 0.223981
0.480000 0.217319
0.490000 0.210448
0.500000 0.203359
0.510000 0.196024
0.520000 0.188953
0.530000 0.181288
0.540000 0.173936
0.550000 0.166477
0.560000 0.158876
0.570000 0.151494
0.580000 0.143800
0.590000 0.136108
0.600000 0.128578
0.610000 0.120783
0.620000 0.113557
0.630000 0.105839
0.640000 0.097859
0.650000 0.090563
0.660000 0.083013
0.670000 0.075514
0.680000 0.067751
0.690000 0.059934
0.700000 0.052317
0.710000 0.017412
0.720000 0.009333
0.730000 0.000000
0.740000 0.000000
0.750000 0.000000
0.760000 0.000000
0.770000 0.000000
0.780000 0.000000
0.790000 0.000000
0.800000 0.000000
0.810000 0.000000
0.820000 0.000000
0.830000 0.000000
0.840000 0.000000
0.850000 0.000000
0.860000 0.000000
0.870000 0.000000
0.880000 0.000000
0.890000 0.000000
0.900000 0.000000
0.910000 0.000000
0.920000 0.000000
0.930000 0.000000
0.940000 0.000000
0.950000 0.000000
0.960000 0.000000
0.970000 0.000000
0.980000 0.000000
0.990000 0.000000
