0.010000 -1.#IND00 0.029802 
0.020000 -1.#IND00 0.058764 
0.030000 -1.#IND00 0.086668 
0.040000 -1.#IND00 0.113234 
0.050000 -1.#IND00 0.138670 
0.060000 -1.#IND00 0.162522 
0.070000 -1.#IND00 0.185146 
0.080000 -1.#IND00 0.206164 
0.090000 -1.#IND00 0.225950 
0.100000 -1.#IND00 0.244280 
0.110000 -1.#IND00 0.261221 
0.120000 -1.#IND00 0.276716 
0.130000 -1.#IND00 0.291074 
0.140000 -1.#IND00 0.303938 
0.150000 -1.#IND00 0.315827 
0.160000 -1.#IND00 0.326432 
0.170000 -1.#IND00 0.336018 
0.180000 -1.#IND00 0.344539 
0.190000 -1.#IND00 0.352071 
0.200000 -1.#IND00 0.358832 
0.210000 -1.#IND00 0.364640 
0.220000 -1.#IND00 0.370017 
0.230000 -1.#IND00 0.374297 
0.240000 -1.#IND00 0.378379 
0.250000 -1.#IND00 0.381502 
0.260000 -1.#IND00 0.384333 
0.270000 -1.#IND00 0.386442 
0.280000 -1.#IND00 0.388058 
0.290000 -1.#IND00 0.389442 
0.300000 -1.#IND00 0.390221 
0.310000 -1.#IND00 0.390012 
0.320000 -1.#IND00 0.390377 
0.330000 -1.#IND00 0.390177 
0.340000 -1.#IND00 0.390103 
0.350000 -1.#IND00 0.389874 
0.360000 -1.#IND00 0.389500 
0.370000 -1.#IND00 0.388421 
0.380000 -1.#IND00 0.387272 
0.390000 -1.#IND00 0.385842 
0.400000 -1.#IND00 0.384143 
0.410000 -1.#IND00 0.382140 
0.420000 -1.#IND00 0.380133 
0.430000 -1.#IND00 0.377627 
0.440000 -1.#IND00 0.375139 
0.450000 -1.#IND00 0.372397 
0.460000 -1.#IND00 0.369250 
0.470000 -1.#IND00 0.366390 
0.480000 -1.#IND00 0.363052 
0.490000 -1.#IND00 0.359856 
0.500000 -1.#IND00 0.356053 
0.510000 -1.#IND00 0.352559 
0.520000 -1.#IND00 0.348447 
0.530000 -1.#IND00 0.344544 
0.540000 -1.#IND00 0.340364 
0.550000 -1.#IND00 0.336080 
0.560000 -1.#IND00 0.331582 
0.570000 -1.#IND00 0.326972 
0.580000 -1.#IND00 0.322134 
0.590000 -1.#IND00 0.317340 
0.600000 -1.#IND00 0.312231 
0.610000 -1.#IND00 0.307226 
0.620000 -1.#IND00 0.301882 
0.630000 -1.#IND00 0.296522 
0.640000 -1.#IND00 0.290839 
0.650000 -1.#IND00 0.285218 
0.660000 -1.#IND00 0.279329 
0.670000 -1.#IND00 0.273399 
0.680000 -1.#IND00 0.267330 
0.690000 -1.#IND00 0.260953 
0.700000 -1.#IND00 0.254677 
0.710000 -1.#IND00 0.247999 
0.720000 -1.#IND00 0.241486 
0.730000 -1.#IND00 0.234640 
0.740000 -1.#IND00 0.227608 
0.750000 -1.#IND00 0.220551 
0.760000 -1.#IND00 0.213263 
0.770000 -1.#IND00 0.205984 
0.780000 -1.#IND00 0.198388 
0.790000 -1.#IND00 0.190803 
0.800000 -1.#IND00 0.182977 
0.810000 -1.#IND00 0.175078 
0.820000 -1.#IND00 0.166982 
0.830000 -1.#IND00 0.158770 
0.840000 -1.#IND00 0.150336 
0.850000 -1.#IND00 0.141881 
0.860000 -1.#IND00 0.133202 
0.870000 -1.#IND00 0.124441 
0.880000 -1.#IND00 0.115499 
0.890000 -1.#IND00 0.106451 
0.900000 -1.#IND00 0.097272 
0.910000 -1.#IND00 0.087946 
0.920000 -1.#IND00 0.078536 
0.930000 -1.#IND00 0.068991 
0.940000 -1.#IND00 0.059362 
0.950000 -1.#IND00 0.049630 
0.960000 -1.#IND00 0.039796 
0.970000 -1.#IND00 0.029917 
0.980000 -1.#IND00 0.019977 
0.990000 -1.#IND00 0.009998 
