0.010000 0.019635 0.019950 
0.020000 0.038450 0.039917 
0.030000 0.056444 0.059522 
0.040000 0.073567 0.079161 
0.050000 0.090004 0.098161 
0.060000 0.105703 0.116861 
0.070000 0.120529 0.134961 
0.080000 0.134810 0.152689 
0.090000 0.148283 0.169706 
0.100000 0.161033 0.185956 
0.110000 0.173189 0.201722 
0.120000 0.184714 0.216606 
0.130000 0.195535 0.230989 
0.140000 0.205822 0.244511 
0.150000 0.215606 0.257306 
0.160000 0.224715 0.269256 
0.170000 0.233136 0.280822 
0.180000 0.240963 0.291372 
0.190000 0.248565 0.301000 
0.200000 0.255540 0.310350 
0.210000 0.262079 0.319144 
0.220000 0.268054 0.326939 
0.230000 0.273522 0.334039 
0.240000 0.278701 0.340761 
0.250000 0.283457 0.346967 
0.260000 0.287643 0.352044 
0.270000 0.291661 0.356994 
0.280000 0.295035 0.361611 
0.290000 0.298060 0.364939 
0.300000 0.300904 0.368778 
0.310000 0.303421 0.371222 
0.320000 0.305615 0.373606 
0.330000 0.307297 0.375561 
0.340000 0.308890 0.376750 
0.350000 0.310163 0.377683 
0.360000 0.310810 0.378117 
0.370000 0.311233 0.377906 
0.380000 0.311396 0.377717 
0.390000 0.311332 0.376789 
0.400000 0.311392 0.376050 
0.410000 0.311510 0.375572 
0.420000 0.311365 0.374561 
0.430000 0.310885 0.373544 
0.440000 0.310032 0.371822 
0.450000 0.309169 0.370106 
0.460000 0.307907 0.367489 
0.470000 0.306482 0.365028 
0.480000 0.304921 0.362072 
0.490000 0.303100 0.359128 
0.500000 0.300957 0.355633 
0.510000 0.299024 0.352367 
0.520000 0.296443 0.348478 
0.530000 0.293976 0.344583 
0.540000 0.291129 0.340617 
0.550000 0.288268 0.336217 
0.560000 0.285439 0.331544 
0.570000 0.282296 0.326983 
0.580000 0.278860 0.321928 
0.590000 0.275429 0.317211 
0.600000 0.271792 0.311994 
0.610000 0.267935 0.306400 
0.620000 0.264176 0.301044 
0.630000 0.259989 0.295533 
0.640000 0.255651 0.289600 
0.650000 0.251328 0.283606 
0.660000 0.246994 0.277656 
0.670000 0.242144 0.271622 
0.680000 0.237474 0.265378 
0.690000 0.232332 0.258694 
0.700000 0.227251 0.252428 
0.710000 0.222072 0.245417 
0.720000 0.216668 0.238739 
0.730000 0.211021 0.231578 
0.740000 0.205422 0.224700 
0.750000 0.199538 0.217411 
0.760000 0.193615 0.209978 
0.770000 0.187515 0.202650 
0.780000 0.181169 0.195044 
0.790000 0.174829 0.187478 
0.800000 0.168110 0.179511 
0.810000 0.161478 0.171628 
0.820000 0.154493 0.163500 
0.830000 0.147446 0.155689 
0.840000 0.140082 0.147333 
0.850000 0.132558 0.138944 
0.860000 0.125053 0.130389 
0.870000 0.117210 0.121622 
0.880000 0.109308 0.112722 
0.890000 0.101138 0.103917 
0.900000 0.092863 0.094928 
0.910000 0.084256 0.085906 
0.920000 0.075532 0.076772 
0.930000 0.066626 0.067567 
0.940000 0.057539 0.058211 
0.950000 0.048317 0.048900 
0.960000 0.038929 0.039350 
0.970000 0.029364 0.030022 
0.980000 0.019696 0.020239 
0.990000 0.009912 0.010178 
