0.002000 -1.#IND00 0.998000 
0.004000 -1.#IND00 0.084778 
0.006000 -1.#IND00 0.098074 
0.008000 -1.#IND00 0.111287 
0.010000 -1.#IND00 0.123008 
0.012000 -1.#IND00 0.133172 
0.014000 -1.#IND00 0.142503 
0.016000 -1.#IND00 0.151068 
0.018000 -1.#IND00 0.159199 
0.020000 -1.#IND00 0.166736 
0.022000 -1.#IND00 0.173669 
0.024000 -1.#IND00 0.180482 
0.026000 -1.#IND00 0.186800 
0.028000 -1.#IND00 0.193106 
0.030000 -1.#IND00 0.198803 
0.032000 -1.#IND00 0.204417 
0.034000 -1.#IND00 0.209627 
0.036000 -1.#IND00 0.214620 
0.038000 -1.#IND00 0.219774 
0.040000 -1.#IND00 0.224639 
0.042000 -1.#IND00 0.229289 
0.044000 -1.#IND00 0.233879 
0.046000 -1.#IND00 0.238217 
0.048000 -1.#IND00 0.242532 
0.050000 -1.#IND00 0.246397 
0.052000 -1.#IND00 0.250231 
0.054000 -1.#IND00 0.253919 
0.056000 -1.#IND00 0.257912 
0.058000 -1.#IND00 0.261350 
0.060000 -1.#IND00 0.264826 
0.062000 -1.#IND00 0.268329 
0.064000 -1.#IND00 0.271720 
0.066000 -1.#IND00 0.275033 
0.068000 -1.#IND00 0.278091 
0.070000 -1.#IND00 0.281199 
0.072000 -1.#IND00 0.284362 
0.074000 -1.#IND00 0.287242 
0.076000 -1.#IND00 0.290172 
0.078000 -1.#IND00 0.292877 
0.080000 -1.#IND00 0.295671 
0.082000 -1.#IND00 0.298214 
0.084000 -1.#IND00 0.300920 
0.086000 -1.#IND00 0.303433 
0.088000 -1.#IND00 0.305868 
0.090000 -1.#IND00 0.308214 
0.092000 -1.#IND00 0.310540 
0.094000 -1.#IND00 0.312826 
0.096000 -1.#IND00 0.314807 
0.098000 -1.#IND00 0.317093 
0.100000 -1.#IND00 0.319618 
0.102000 -1.#IND00 0.321514 
0.104000 -1.#IND00 0.323650 
0.106000 -1.#IND00 0.325647 
0.108000 -1.#IND00 0.327508 
0.110000 -1.#IND00 0.329558 
0.112000 -1.#IND00 0.331122 
0.114000 -1.#IND00 0.332993 
0.116000 -1.#IND00 0.334982 
0.118000 -1.#IND00 0.336691 
0.120000 -1.#IND00 0.338390 
0.122000 -1.#IND00 0.340400 
0.124000 -1.#IND00 0.341644 
0.126000 -1.#IND00 0.343271 
0.128000 -1.#IND00 0.344916 
0.130000 -1.#IND00 0.346572 
0.132000 -1.#IND00 0.348100 
0.134000 -1.#IND00 0.349256 
0.136000 -1.#IND00 0.350908 
0.138000 -1.#IND00 0.352289 
0.140000 -1.#IND00 0.353823 
0.142000 -1.#IND00 0.354920 
0.144000 -1.#IND00 0.356446 
0.146000 -1.#IND00 0.357358 
0.148000 -1.#IND00 0.358681 
0.150000 -1.#IND00 0.360091 
0.152000 -1.#IND00 0.361086 
0.154000 -1.#IND00 0.362468 
0.156000 -1.#IND00 0.363548 
0.158000 -1.#IND00 0.364876 
0.160000 -1.#IND00 0.365832 
0.162000 -1.#IND00 0.366938 
0.164000 -1.#IND00 0.367802 
0.166000 -1.#IND00 0.369051 
0.168000 -1.#IND00 0.369891 
0.170000 -1.#IND00 0.370904 
0.172000 -1.#IND00 0.371909 
0.174000 -1.#IND00 0.372696 
0.176000 -1.#IND00 0.373811 
0.178000 -1.#IND00 0.374607 
0.180000 -1.#IND00 0.375336 
0.182000 -1.#IND00 0.376310 
0.184000 -1.#IND00 0.377091 
0.186000 -1.#IND00 0.377764 
0.188000 -1.#IND00 0.378652 
0.190000 -1.#IND00 0.379026 
0.192000 -1.#IND00 0.380227 
0.194000 -1.#IND00 0.380961 
0.196000 -1.#IND00 0.381613 
0.198000 -1.#IND00 0.382154 
