0.010000 0.128574
0.020000 0.164904
0.030000 0.189419
0.040000 0.208257
0.050000 0.223613
0.060000 0.236514
0.070000 0.247370
0.080000 0.256969
0.090000 0.265367
0.100000 0.272374
0.110000 0.278811
0.120000 0.284316
0.130000 0.289186
0.140000 0.293461
0.150000 0.297257
0.160000 0.300592
0.170000 0.302920
0.180000 0.305281
0.190000 0.307007
0.200000 0.308461
0.210000 0.309262
0.220000 0.309967
0.230000 0.310200
0.240000 0.310157
0.250000 0.309421
0.260000 0.308760
0.270000 0.307498
0.280000 0.306258
0.290000 0.304569
0.300000 0.302464
0.310000 0.300097
0.320000 0.297450
0.330000 0.294398
0.340000 0.291186
0.350000 0.287488
0.360000 0.283740
0.370000 0.279606
0.380000 0.275186
0.390000 0.270537
0.400000 0.265652
0.410000 0.260598
0.420000 0.255013
0.430000 0.249271
0.440000 0.243433
0.450000 0.237063
0.460000 0.230632
0.470000 0.224211
0.480000 0.217364
0.490000 0.210472
0.500000 0.203330
0.510000 0.195946
0.520000 0.188868
0.530000 0.181456
0.540000 0.174069
0.550000 0.166539
0.560000 0.158758
0.570000 0.151304
0.580000 0.143837
0.590000 0.136419
0.600000 0.128576
0.610000 0.121013
0.620000 0.113238
0.630000 0.105759
0.640000 0.098028
0.650000 0.090868
0.660000 0.082729
0.670000 0.075576
0.680000 0.067530
0.690000 0.059757
0.700000 0.052038
0.710000 0.044657
0.720000 0.002856
0.730000 0.000000
0.740000 0.000000
0.750000 0.000000
0.760000 0.000000
0.770000 0.000000
0.780000 0.000000
0.790000 0.000000
0.800000 0.000000
0.810000 0.000000
0.820000 0.000000
0.830000 0.000000
0.840000 0.000000
0.850000 0.000000
0.860000 0.000000
0.870000 0.000000
0.880000 0.000000
0.890000 0.000000
0.900000 0.000000
0.910000 0.000000
0.920000 0.000000
0.930000 0.000000
0.940000 0.000000
0.950000 0.000000
0.960000 0.000000
0.970000 0.000000
0.980000 0.000000
0.990000 0.000000
