0.010000 0.065339 0.068278 
0.020000 0.118003 0.128567 
0.030000 0.157576 0.178856 
0.040000 0.186628 0.219261 
0.050000 0.207947 0.252378 
0.060000 0.224729 0.279539 
0.070000 0.238413 0.302206 
0.080000 0.249733 0.321167 
0.090000 0.259240 0.336617 
0.100000 0.267599 0.349517 
0.110000 0.274954 0.360711 
0.120000 0.280965 0.369922 
0.130000 0.286772 0.377722 
0.140000 0.291790 0.384028 
0.150000 0.296015 0.388933 
0.160000 0.299681 0.393356 
0.170000 0.302929 0.396750 
0.180000 0.305468 0.398628 
0.190000 0.307812 0.400317 
0.200000 0.309419 0.401367 
0.210000 0.310207 0.401100 
0.220000 0.311314 0.401067 
0.230000 0.311243 0.399161 
0.240000 0.311744 0.398444 
0.250000 0.311113 0.396550 
0.260000 0.311211 0.394878 
0.270000 0.310390 0.392272 
0.280000 0.309079 0.389522 
0.290000 0.307381 0.386222 
0.300000 0.305668 0.382461 
0.310000 0.303404 0.377900 
0.320000 0.300933 0.373633 
0.330000 0.297514 0.368300 
0.340000 0.294347 0.362928 
0.350000 0.290608 0.357094 
0.360000 0.286442 0.350889 
0.370000 0.281992 0.344578 
0.380000 0.277172 0.337661 
0.390000 0.272124 0.330394 
0.400000 0.266992 0.323094 
0.410000 0.261147 0.315244 
0.420000 0.254931 0.307133 
0.430000 0.248604 0.298483 
0.440000 0.241792 0.289683 
0.450000 0.234899 0.281094 
0.460000 0.227461 0.271461 
0.470000 0.220008 0.262178 
0.480000 0.212222 0.252300 
0.490000 0.204406 0.242317 
0.500000 0.196121 0.232028 
0.510000 0.188025 0.222083 
0.520000 0.179642 0.211533 
0.530000 0.171110 0.201006 
0.540000 0.162551 0.190550 
0.550000 0.154139 0.180344 
0.560000 0.145528 0.169861 
0.570000 0.137043 0.159700 
0.580000 0.128649 0.149322 
0.590000 0.119886 0.138772 
0.600000 0.111253 0.128739 
0.610000 0.103047 0.118828 
0.620000 0.094368 0.108656 
0.630000 0.085542 0.098378 
0.640000 0.076218 0.087444 
0.650000 0.068142 0.078006 
0.660000 0.058875 0.067378 
0.670000 0.021460 0.024639 
0.680000 0.000000 0.000000 
0.690000 0.000000 0.000000 
0.700000 0.000000 0.000000 
0.710000 0.000000 0.000000 
0.720000 0.000000 0.000000 
0.730000 0.000000 0.000000 
0.740000 0.000000 0.000000 
0.750000 0.000000 0.000000 
0.760000 0.000000 0.000000 
0.770000 0.000000 0.000000 
0.780000 0.000000 0.000000 
0.790000 0.000000 0.000000 
0.800000 0.000000 0.000000 
0.810000 0.000000 0.000000 
0.820000 0.000000 0.000000 
0.830000 0.000000 0.000000 
0.840000 0.000000 0.000000 
0.850000 0.000000 0.000000 
0.860000 0.000000 0.000000 
0.870000 0.000000 0.000000 
0.880000 0.000000 0.000000 
0.890000 0.000000 0.000000 
0.900000 0.000000 0.000000 
0.910000 0.000000 0.000000 
0.920000 0.000000 0.000000 
0.930000 0.000000 0.000000 
0.940000 0.000000 0.000000 
0.950000 0.000000 0.000000 
0.960000 0.000000 0.000000 
0.970000 0.000000 0.000000 
0.980000 0.000000 0.000000 
0.990000 0.000000 0.000000 
