0.010000 0.971195 0.009402 0.008844 0.000558 0.009402 0.000000 0.000558 0.000040
0.020000 0.944762 0.017619 0.015505 0.002113 0.017619 0.000000 0.002113 0.000268
0.030000 0.920266 0.024867 0.020590 0.004277 0.024867 0.000000 0.004277 0.000856
0.040000 0.898242 0.030853 0.023886 0.007018 0.030853 0.000051 0.007018 0.002077
0.050000 0.876808 0.036596 0.026803 0.009794 0.036596 0.000000 0.009794 0.003610
0.060000 0.856424 0.041788 0.029006 0.012782 0.041788 0.000000 0.012782 0.005429
0.070000 0.837893 0.046054 0.030236 0.015818 0.046054 0.000000 0.015818 0.008129
0.080000 0.820248 0.049876 0.031067 0.018809 0.049876 0.000000 0.018809 0.011315
0.090000 0.802538 0.053731 0.031902 0.021829 0.053731 0.000000 0.021829 0.014440
0.100000 0.786411 0.056794 0.032079 0.024715 0.056794 0.000000 0.024715 0.018490
0.110000 0.771660 0.059075 0.031866 0.027399 0.059075 0.000191 0.027399 0.023335
0.120000 0.756870 0.061565 0.031537 0.030028 0.061565 0.000000 0.030028 0.028407
0.130000 0.741646 0.064177 0.031467 0.032710 0.064177 0.000000 0.032710 0.033113
0.140000 0.729093 0.065453 0.030542 0.034911 0.065453 0.000000 0.034911 0.039636
0.150000 0.715297 0.067351 0.030176 0.037175 0.067351 0.000000 0.037175 0.045473
0.160000 0.702105 0.068948 0.029596 0.039352 0.068948 0.000000 0.039352 0.051701
0.170000 0.690085 0.069957 0.028786 0.041172 0.069957 0.000000 0.041172 0.058871
0.180000 0.677310 0.071168 0.028257 0.043266 0.071168 0.000355 0.043266 0.065212
0.190000 0.664856 0.072572 0.027328 0.045244 0.072572 0.000000 0.045244 0.072184
0.200000 0.653831 0.073084 0.026698 0.046387 0.073084 0.000000 0.046387 0.080529
0.210000 0.642259 0.073870 0.025788 0.048083 0.073870 0.000000 0.048083 0.088047
0.220000 0.631306 0.074347 0.024999 0.049348 0.074347 0.000000 0.049348 0.096305
0.230000 0.621084 0.074458 0.023956 0.050502 0.074458 0.000000 0.050502 0.105040
0.240000 0.609556 0.075222 0.023332 0.051890 0.075222 0.000000 0.051890 0.112888
0.250000 0.598320 0.075576 0.022793 0.053311 0.075576 0.000528 0.053311 0.120585
0.260000 0.589350 0.075325 0.021712 0.053613 0.075325 0.000000 0.053613 0.131062
0.270000 0.579516 0.075242 0.021089 0.054153 0.075242 0.000000 0.054153 0.140604
0.280000 0.569440 0.075280 0.020272 0.055008 0.075280 0.000000 0.055008 0.149712
0.290000 0.558951 0.075525 0.019573 0.055952 0.075525 0.000000 0.055952 0.158523
0.300000 0.548599 0.075701 0.018586 0.057115 0.075701 0.000000 0.057115 0.167185
0.310000 0.539708 0.075146 0.018016 0.057130 0.075146 0.000000 0.057130 0.177724
0.320000 0.530273 0.074570 0.017553 0.057603 0.074570 0.000586 0.057603 0.187240
0.330000 0.520313 0.074843 0.016634 0.058209 0.074843 0.000000 0.058209 0.196948
0.340000 0.510697 0.074651 0.016095 0.058556 0.074651 0.000000 0.058556 0.206792
0.350000 0.503092 0.073454 0.015412 0.058042 0.073454 0.000000 0.058042 0.218504
0.360000 0.493894 0.073053 0.015002 0.058051 0.073053 0.000000 0.058051 0.228896
0.370000 0.484429 0.072785 0.013947 0.058838 0.072785 0.000000 0.058838 0.238377
0.380000 0.475851 0.072074 0.013637 0.058437 0.072074 0.000000 0.058437 0.249488
0.390000 0.466614 0.071353 0.013116 0.058917 0.071353 0.000680 0.058917 0.259050
0.400000 0.458841 0.070579 0.012531 0.058048 0.070579 0.000000 0.058048 0.271372
0.410000 0.448940 0.070530 0.012013 0.058517 0.070530 0.000000 0.058517 0.280953
0.420000 0.441752 0.069124 0.011472 0.057652 0.069124 0.000000 0.057652 0.293225
0.430000 0.432007 0.068997 0.010917 0.058079 0.068997 0.000000 0.058079 0.302924
0.440000 0.424469 0.067766 0.010319 0.057447 0.067766 0.000000 0.057447 0.314788
0.450000 0.415420 0.067290 0.009920 0.057370 0.067290 0.000000 0.057370 0.325340
0.460000 0.407571 0.065847 0.009770 0.056813 0.065847 0.000736 0.056813 0.336604
0.470000 0.398961 0.065519 0.008961 0.056558 0.065519 0.000000 0.056558 0.347922
0.480000 0.391085 0.064457 0.008976 0.055482 0.064457 0.000000 0.055482 0.360061
0.490000 0.382978 0.063511 0.008294 0.055217 0.063511 0.000000 0.055217 0.371272
0.500000 0.373813 0.063093 0.007847 0.055247 0.063093 0.000000 0.055247 0.381660
0.510000 0.367070 0.061465 0.007521 0.053945 0.061465 0.000000 0.053945 0.394590
0.520000 0.358487 0.060756 0.007208 0.053548 0.060756 0.000000 0.053548 0.405695
0.530000 0.350584 0.059321 0.007038 0.053057 0.059321 0.000774 0.053057 0.416848
0.540000 0.342349 0.058826 0.006356 0.052469 0.058826 0.000000 0.052469 0.428705
0.550000 0.334414 0.057793 0.006328 0.051465 0.057793 0.000000 0.051465 0.440742
0.560000 0.327734 0.056133 0.006069 0.050065 0.056133 0.000000 0.050065 0.453802
0.570000 0.318304 0.055848 0.005552 0.050296 0.055848 0.000000 0.050296 0.463856
0.580000 0.312069 0.053966 0.005377 0.048589 0.053966 0.000000 0.048589 0.477445
0.590000 0.303906 0.053047 0.005354 0.047693 0.053047 0.000000 0.047693 0.489260
0.600000 0.295477 0.051847 0.004731 0.047946 0.051847 0.000830 0.047946 0.499378
0.610000 0.288062 0.050969 0.004571 0.046398 0.050969 0.000000 0.046398 0.512633
0.620000 0.279520 0.050240 0.004294 0.045946 0.050240 0.000000 0.045946 0.523814
0.630000 0.273196 0.048402 0.004153 0.044248 0.048402 0.000000 0.044248 0.537350
0.640000 0.264442 0.047779 0.003896 0.043883 0.047779 0.000000 0.043883 0.548337
0.650000 0.257543 0.046228 0.003484 0.042744 0.046228 0.000000 0.042744 0.561027
0.660000 0.249765 0.045118 0.003511 0.041606 0.045118 0.000000 0.041606 0.573276
0.670000 0.242445 0.043347 0.003388 0.040820 0.043347 0.000861 0.040820 0.584972
0.680000 0.234918 0.042541 0.003130 0.039411 0.042541 0.000000 0.039411 0.598048
0.690000 0.226071 0.041965 0.002853 0.039112 0.041965 0.000000 0.039112 0.608923
0.700000 0.219349 0.040326 0.002493 0.037833 0.040326 0.000000 0.037833 0.621842
0.710000 0.212019 0.038990 0.002773 0.036218 0.038990 0.000000 0.036218 0.634792
0.720000 0.204730 0.037635 0.002238 0.035397 0.037635 0.000000 0.035397 0.646968
0.730000 0.196333 0.036833 0.002052 0.034782 0.036833 0.000000 0.034782 0.658385
0.740000 0.189960 0.034573 0.002353 0.033114 0.034573 0.000894 0.033114 0.671419
0.750000 0.181833 0.034083 0.001817 0.032267 0.034083 0.000000 0.032267 0.683650
0.760000 0.173912 0.033044 0.001828 0.031216 0.033044 0.000000 0.031216 0.695740
0.770000 0.167804 0.031098 0.001794 0.029304 0.031098 0.000000 0.029304 0.709598
0.780000 0.159081 0.030460 0.001444 0.029016 0.030460 0.000000 0.029016 0.720524
0.790000 0.152776 0.028612 0.001311 0.027301 0.028612 0.000000 0.027301 0.734087
0.800000 0.144808 0.027596 0.001330 0.026266 0.027596 0.000000 0.026266 0.746138
0.810000 0.137335 0.025875 0.001172 0.025617 0.025875 0.000914 0.025617 0.757594
0.820000 0.130328 0.024836 0.001104 0.023732 0.024836 0.000000 0.023732 0.771432
0.830000 0.122381 0.023810 0.001127 0.022683 0.023810 0.000000 0.022683 0.783507
0.840000 0.115805 0.022097 0.000867 0.021231 0.022097 0.000000 0.021231 0.796672
0.850000 0.107713 0.021144 0.000817 0.020327 0.021144 0.000000 0.020327 0.808530
0.860000 0.101691 0.019155 0.000790 0.018364 0.019155 0.000000 0.018364 0.822481
0.870000 0.093610 0.018195 0.000773 0.017422 0.018195 0.000000 0.017422 0.834383
0.880000 0.086544 0.016258 0.000751 0.016447 0.016258 0.000940 0.016447 0.846355
0.890000 0.079143 0.015428 0.000549 0.014880 0.015428 0.000000 0.014880 0.859692
0.900000 0.070915 0.014542 0.000449 0.014094 0.014542 0.000000 0.014094 0.871364
0.910000 0.064700 0.012650 0.000328 0.012322 0.012650 0.000000 0.012322 0.885028
0.920000 0.056655 0.011673 0.000325 0.011348 0.011673 0.000000 0.011348 0.896979
0.930000 0.050582 0.009709 0.000272 0.009437 0.009709 0.000000 0.009437 0.910854
0.940000 0.042343 0.008828 0.000164 0.008664 0.008828 0.000000 0.008664 0.922508
0.950000 0.035385 0.006829 0.000212 0.007574 0.006829 0.000957 0.007574 0.934640
0.960000 0.028196 0.005902 0.000107 0.005795 0.005902 0.000000 0.005795 0.948303
0.970000 0.020073 0.004964 0.000037 0.004926 0.004964 0.000000 0.004926 0.960110
0.980000 0.014028 0.002986 0.000015 0.002971 0.002986 0.000000 0.002971 0.974043
0.990000 0.006000 0.002000 0.000000 0.002000 0.002000 0.000000 0.002000 0.986000
